Mod:Item:MetaData, Localized Name
extraplanets:electric_parts:3, Tier 2 Wheel
extraplanets:canned_food:0, Can of Food
extraplanets:canned_food:1, Can of Food
extraplanets:canned_food:2, Can of Food
extraplanets:canned_food:3, Can of Food
extraplanets:wafer:0, Diamond Wafer
extraplanets:wafer:1, Carbon Wafer
extraplanets:wafer:2, Titanium Wafer
extraplanets:wafer:3, Red Gem Wafer
extraplanets:wafer:4, Blue Gem Wafer
extraplanets:wafer:5, White Gem Wafer
extraplanets:ingot_lead:0, Lead Ingot
extraplanets:cloth:0, Wool Cloth
extraplanets:tools:0, Sledge Hammer
extraplanets:tools:1, Grinding Wheel
extraplanets:tools:2, String Mesh
extraplanets:tools:3, Filter
extraplanets:gravity_controller:0, Gravity Controller
extraplanets:tier1_kit:0, Tier 1 Full Kit
extraplanets:tier1_kit:1, Tier 1 Basic Setup Kit
extraplanets:tier1_kit:2, Tier 1 Full Kit without Oxygen
extraplanets:tier1_kit:3, Tier 1 Full Kit without Thermal Protection
extraplanets:tier1_kit:4, Tier 1 Oxygen Kit
extraplanets:tier1_kit:5, Tier 1 Protection Kit
extraplanets:tier2_kit:0, Tier 2 Full Kit
extraplanets:tier2_kit:1, Tier 2 Basic Setup Kit
extraplanets:tier2_kit:2, Tier 2 Full Kit without Oxygen
extraplanets:tier2_kit:3, Tier 2 Full Kit without Thermal Protection
extraplanets:tier2_kit:4, Tier 2 Oxygen Kit
extraplanets:tier2_kit:5, Tier 2 Protection Kit
extraplanets:tier3_kit:0, Tier 3 Full Kit
extraplanets:tier3_kit:1, Tier 3 Basic Setup Kit
extraplanets:tier3_kit:2, Tier 3 Full Kit without Oxygen
extraplanets:tier3_kit:3, Tier 3 Full Kit without Thermal Protection
extraplanets:tier3_kit:4, Tier 3 Oxygen Kit
extraplanets:tier3_kit:5, Tier 3 Protection Kit
extraplanets:tier4_kit:0, Tier 4 Full Kit
extraplanets:tier4_kit:1, Tier 4 Basic Setup Kit
extraplanets:tier4_kit:2, Tier 4 Full Kit without Oxygen
extraplanets:tier4_kit:3, Tier 4 Full Kit without Thermal Protection
extraplanets:tier4_kit:4, Tier 4 Oxygen Kit
extraplanets:tier4_kit:5, Tier 4 Protection Kit
extraplanets:tier5_kit:0, Tier 5 Full Kit
extraplanets:tier5_kit:1, Tier 5 Basic Setup Kit
extraplanets:tier5_kit:2, Tier 5 Full Kit without Oxygen
extraplanets:tier5_kit:3, Tier 5 Full Kit without Thermal Protection
extraplanets:tier5_kit:4, Tier 5 Oxygen Kit
extraplanets:tier5_kit:5, Tier 5 Protection Kit
extraplanets:item_tier10_electric_rocket:0, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:1, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:2, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:3, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:4, Tier 10 Electric Rocket
extraplanets:geiger_counter:0, Geiger Counter
extraplanets:white_sugar_cane_item, White Sugar Cane
extraplanets:chocolate_bar, Chocolate Bar
extraplanets:caramel_bar, Caramel Bar
extraplanets:oxygen_tank_light_full_black, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_red, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_green, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_brown, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_purple, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_cyan, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_pink, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_yellow, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_magenta, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_orange, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_white, Light Oxygen Tank
extraplanets:oxygen_tank_med_full_black, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_red, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_green, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_brown, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_purple, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_cyan, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_pink, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_yellow, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_magenta, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_lime, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_white, Medium Oxygen Tank
extraplanets:oxygen_tank_heavy_full_black, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_lime, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_green, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_brown, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_purple, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_cyan, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_pink, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_yellow, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_magenta, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_orange, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_white, Heavy Oxygen Tank
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
gregtech:sword, item.gt.tool.sword.name.name
gregtech:pickaxe, item.gt.tool.pickaxe.name.name
gregtech:shovel, item.gt.tool.shovel.name.name
gregtech:axe, item.gt.tool.axe.name.name
gregtech:hoe, item.gt.tool.hoe.name.name
gregtech:saw, item.gt.tool.saw.name.name
gregtech:hammer, item.gt.tool.hammer.name.name
gregtech:mallet, item.gt.tool.mallet.name.name
gregtech:mining_hammer, item.gt.tool.mining_hammer.name.name
gregtech:spade, item.gt.tool.spade.name.name
gregtech:wrench, item.gt.tool.wrench.name.name
gregtech:file, item.gt.tool.file.name.name
gregtech:crowbar, item.gt.tool.crowbar.name.name
gregtech:screwdriver, item.gt.tool.screwdriver.name.name
gregtech:mortar, item.gt.tool.mortar.name.name
gregtech:wire_cutter, item.gt.tool.wire_cutter.name.name
gregtech:scythe, item.gt.tool.scythe.name.name
gregtech:knife, item.gt.tool.knife.name.name
gregtech:butchery_knife, item.gt.tool.butchery_knife.name.name
gregtech:drill_lv, item.gt.tool.drill_lv.name.name
gregtech:drill_mv, item.gt.tool.drill_mv.name.name
gregtech:drill_hv, item.gt.tool.drill_hv.name.name
gregtech:drill_ev, item.gt.tool.drill_ev.name.name
gregtech:drill_iv, item.gt.tool.drill_iv.name.name
gregtech:chainsaw_lv, item.gt.tool.chainsaw_lv.name.name
gregtech:wrench_lv, item.gt.tool.wrench_lv.name.name
gregtech:wrench_hv, item.gt.tool.wrench_hv.name.name
gregtech:wrench_iv, item.gt.tool.wrench_iv.name.name
gregtech:buzzsaw, item.gt.tool.buzzsaw.name.name
gregtech:screwdriver_lv, item.gt.tool.screwdriver_lv.name.name
gregtech:plunger, item.gt.tool.plunger.name.name
gregtech:scoop, item.gt.tool.scoop.name.name
gregtech:machine:1, Small Steam Solid Fuel Boiler
gregtech:machine:2, High Pressure Steam Solid Fuel Boiler
gregtech:machine:3, Steam Solar Boiler
gregtech:machine:4, High Pressure Steam Solar Boiler
gregtech:machine:5, Small Steam Liquid Boiler
gregtech:machine:6, High Pressure Steam Liquid Boiler
gregtech:machine:7, Steam Extractor
gregtech:machine:8, High Pressure Steam Extractor
gregtech:machine:9, Steam Macerator
gregtech:machine:10, High Pressure Steam Macerator
gregtech:machine:11, Steam Compressor
gregtech:machine:12, High Pressure Steam Compressor
gregtech:machine:13, Steam Forge Hammer
gregtech:machine:14, High Pressure Steam Forge Hammer
gregtech:machine:15, Steam Furnace
gregtech:machine:16, High Pressure Steam Furnace
gregtech:machine:17, Steam Alloy Smelter
gregtech:machine:18, High Pressure Steam Alloy Smelter
gregtech:machine:19, Steam Rock Breaker
gregtech:machine:20, High Pressure Steam Rock Breaker
gregtech:machine:21, Steam Miner
gregtech:machine:50, Basic Electric Furnace
gregtech:machine:51, Advanced Electric Furnace
gregtech:machine:52, Advanced Electric Furnace II
gregtech:machine:53, Advanced Electric Furnace III
gregtech:machine:54, Elite Electric Furnace
gregtech:machine:55, Elite Electric Furnace II
gregtech:machine:56, Elite Electric Furnace III
gregtech:machine:57, Ultimate Electric Furnace
gregtech:machine:58, Epic Electric Furnace
gregtech:machine:59, Epic Electric Furnace II
gregtech:machine:60, Epic Electric Furnace III
gregtech:machine:61, Epic Electric Furnace IV
gregtech:machine:62, Legendary Electric Furnace
gregtech:machine:65, Basic Macerator
gregtech:machine:66, Advanced Macerator
gregtech:machine:67, Advanced Macerator II
gregtech:machine:68, Advanced Macerator III
gregtech:machine:69, Elite Macerator
gregtech:machine:70, Elite Macerator II
gregtech:machine:71, Elite Macerator III
gregtech:machine:72, Ultimate Macerator
gregtech:machine:73, Epic Macerator
gregtech:machine:74, Epic Macerator II
gregtech:machine:75, Epic Macerator III
gregtech:machine:76, Epic Macerator IV
gregtech:machine:77, Legendary Macerator
gregtech:machine:80, Basic Alloy Smelter
gregtech:machine:81, Advanced Alloy Smelter
gregtech:machine:82, Advanced Alloy Smelter II
gregtech:machine:83, Advanced Alloy Smelter III
gregtech:machine:84, Elite Alloy Smelter
gregtech:machine:85, Elite Alloy Smelter II
gregtech:machine:86, Elite Alloy Smelter III
gregtech:machine:87, Ultimate Alloy Smelter
gregtech:machine:88, Epic Alloy Smelter
gregtech:machine:89, Epic Alloy Smelter II
gregtech:machine:90, Epic Alloy Smelter III
gregtech:machine:91, Epic Alloy Smelter IV
gregtech:machine:92, Legendary Alloy Smelter
gregtech:machine:95, Basic Arc Furnace
gregtech:machine:96, Advanced Arc Furnace
gregtech:machine:97, Advanced Arc Furnace II
gregtech:machine:98, Advanced Arc Furnace III
gregtech:machine:99, Elite Arc Furnace
gregtech:machine:100, Elite Arc Furnace II
gregtech:machine:101, Elite Arc Furnace III
gregtech:machine:102, Ultimate Arc Furnace
gregtech:machine:103, Epic Arc Furnace
gregtech:machine:104, Epic Arc Furnace II
gregtech:machine:105, Epic Arc Furnace III
gregtech:machine:106, Epic Arc Furnace IV
gregtech:machine:107, Legendary Arc Furnace
gregtech:machine:110, Basic Assembling Machine
gregtech:machine:111, Advanced Assembling Machine
gregtech:machine:112, Advanced Assembling Machine II
gregtech:machine:113, Advanced Assembling Machine III
gregtech:machine:114, Elite Assembling Machine
gregtech:machine:115, Elite Assembling Machine II
gregtech:machine:116, Elite Assembling Machine III
gregtech:machine:117, Ultimate Assembling Machine
gregtech:machine:118, Epic Assembling Machine
gregtech:machine:119, Epic Assembling Machine II
gregtech:machine:120, Epic Assembling Machine III
gregtech:machine:121, Epic Assembling Machine IV
gregtech:machine:122, Legendary Assembling Machine
gregtech:machine:125, Basic Autoclave
gregtech:machine:126, Advanced Autoclave
gregtech:machine:127, Advanced Autoclave II
gregtech:machine:128, Advanced Autoclave III
gregtech:machine:129, Elite Autoclave
gregtech:machine:130, Elite Autoclave II
gregtech:machine:131, Elite Autoclave III
gregtech:machine:132, Ultimate Autoclave
gregtech:machine:133, Epic Autoclave
gregtech:machine:134, Epic Autoclave II
gregtech:machine:135, Epic Autoclave III
gregtech:machine:136, Epic Autoclave IV
gregtech:machine:137, Legendary Autoclave
gregtech:machine:140, Basic Bending Machine
gregtech:machine:141, Advanced Bending Machine
gregtech:machine:142, Advanced Bending Machine II
gregtech:machine:143, Advanced Bending Machine III
gregtech:machine:144, Elite Bending Machine
gregtech:machine:145, Elite Bending Machine II
gregtech:machine:146, Elite Bending Machine III
gregtech:machine:147, Ultimate Bending Machine
gregtech:machine:148, Epic Bending Machine
gregtech:machine:149, Epic Bending Machine II
gregtech:machine:150, Epic Bending Machine III
gregtech:machine:151, Epic Bending Machine IV
gregtech:machine:152, Legendary Bending Machine
gregtech:machine:155, Basic Brewery
gregtech:machine:156, Advanced Brewery
gregtech:machine:157, Advanced Brewery II
gregtech:machine:158, Advanced Brewery III
gregtech:machine:159, Elite Brewery
gregtech:machine:160, Elite Brewery II
gregtech:machine:161, Elite Brewery III
gregtech:machine:162, Ultimate Brewery
gregtech:machine:163, Epic Brewery
gregtech:machine:164, Epic Brewery II
gregtech:machine:165, Epic Brewery III
gregtech:machine:166, Epic Brewery IV
gregtech:machine:167, Legendary Brewery
gregtech:machine:170, Basic Canning Machine
gregtech:machine:171, Advanced Canning Machine
gregtech:machine:172, Advanced Canning Machine II
gregtech:machine:173, Advanced Canning Machine III
gregtech:machine:174, Elite Canning Machine
gregtech:machine:175, Elite Canning Machine II
gregtech:machine:176, Elite Canning Machine III
gregtech:machine:177, Ultimate Canning Machine
gregtech:machine:178, Epic Canning Machine
gregtech:machine:179, Epic Canning Machine II
gregtech:machine:180, Epic Canning Machine III
gregtech:machine:181, Epic Canning Machine IV
gregtech:machine:182, Legendary Canning Machine
gregtech:machine:185, Basic Centrifuge
gregtech:machine:186, Advanced Centrifuge
gregtech:machine:187, Advanced Centrifuge II
gregtech:machine:188, Advanced Centrifuge III
gregtech:machine:189, Elite Centrifuge
gregtech:machine:190, Elite Centrifuge II
gregtech:machine:191, Elite Centrifuge III
gregtech:machine:192, Ultimate Centrifuge
gregtech:machine:193, Epic Centrifuge
gregtech:machine:194, Epic Centrifuge II
gregtech:machine:195, Epic Centrifuge III
gregtech:machine:196, Epic Centrifuge IV
gregtech:machine:197, Legendary Centrifuge
gregtech:machine:200, Basic Chemical Bath
gregtech:machine:201, Advanced Chemical Bath
gregtech:machine:202, Advanced Chemical Bath II
gregtech:machine:203, Advanced Chemical Bath III
gregtech:machine:204, Elite Chemical Bath
gregtech:machine:205, Elite Chemical Bath II
gregtech:machine:206, Elite Chemical Bath III
gregtech:machine:207, Ultimate Chemical Bath
gregtech:machine:208, Epic Chemical Bath
gregtech:machine:209, Epic Chemical Bath II
gregtech:machine:210, Epic Chemical Bath III
gregtech:machine:211, Epic Chemical Bath IV
gregtech:machine:212, Legendary Chemical Bath
gregtech:machine:215, Basic Chemical Reactor
gregtech:machine:216, Advanced Chemical Reactor
gregtech:machine:217, Advanced Chemical Reactor II
gregtech:machine:218, Advanced Chemical Reactor III
gregtech:machine:219, Elite Chemical Reactor
gregtech:machine:220, Elite Chemical Reactor II
gregtech:machine:221, Elite Chemical Reactor III
gregtech:machine:222, Ultimate Chemical Reactor
gregtech:machine:223, Epic Chemical Reactor
gregtech:machine:224, Epic Chemical Reactor II
gregtech:machine:225, Epic Chemical Reactor III
gregtech:machine:226, Epic Chemical Reactor IV
gregtech:machine:227, Legendary Chemical Reactor
gregtech:machine:230, Basic Compressor
gregtech:machine:231, Advanced Compressor
gregtech:machine:232, Advanced Compressor II
gregtech:machine:233, Advanced Compressor III
gregtech:machine:234, Elite Compressor
gregtech:machine:235, Elite Compressor II
gregtech:machine:236, Elite Compressor III
gregtech:machine:237, Ultimate Compressor
gregtech:machine:238, Epic Compressor
gregtech:machine:239, Epic Compressor II
gregtech:machine:240, Epic Compressor III
gregtech:machine:241, Epic Compressor IV
gregtech:machine:242, Legendary Compressor
gregtech:machine:245, Basic Cutting Machine
gregtech:machine:246, Advanced Cutting Machine
gregtech:machine:247, Advanced Cutting Machine II
gregtech:machine:248, Advanced Cutting Machine III
gregtech:machine:249, Elite Cutting Machine
gregtech:machine:250, Elite Cutting Machine II
gregtech:machine:251, Elite Cutting Machine III
gregtech:machine:252, Ultimate Cutting Machine
gregtech:machine:253, Epic Cutting Machine
gregtech:machine:254, Epic Cutting Machine II
gregtech:machine:255, Epic Cutting Machine III
gregtech:machine:256, Epic Cutting Machine IV
gregtech:machine:257, Legendary Cutting Machine
gregtech:machine:260, Basic Distillery
gregtech:machine:261, Advanced Distillery
gregtech:machine:262, Advanced Distillery II
gregtech:machine:263, Advanced Distillery III
gregtech:machine:264, Elite Distillery
gregtech:machine:265, Elite Distillery II
gregtech:machine:266, Elite Distillery III
